relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber,inventorNameText,citedDocumentIdentifier
"7-9,12,32",2021-09-14,ETL_SYS,False,,False,2480,16717940,CTFR,2482,AOK,2025-01-13 14:32:11,2400,,"['par. [0127])|c. 103|section 102|figure 1)|claim 28|claims 21-23 and 28|par. [0002])|claim 21|claims 25-27|par. [0059])|claim 26|claims 1-3, 7-9, 30|claim 25|claims 6 and 12|claim 2|claim 1|claim 3|claim 9|claim 7|claim 6|claim 8|par. [0127])|c. 103|section 102|figure 1)|claim 28|claims 21-23 and 28|par. [0002])|claim 21|claims 25-27|par. [0059])|claim 2|claims 1-3, 7-9, 30|claim 1|claims 6 and 12|claim 3|claim 9|claim 7|claim 6|claim 8']",KTEI45YMLDFLYX5,cc5b1e5cfa73da2c094b070d646cda88,X,False,,,
1,2024-09-29,ETL_SYS,False,A1,False,2480,17541789,CTNF,2481,AOK,2025-01-13 14:32:11,2400,US,"['paragraph [0042]|c. 103|section 102|fig. 4|figs. 1-4|claim 8|claims 1 and 8|paragraph [0084]|c. 102 and 103|fig. 3|figs. 1-5|claim 1|claims 1, 2, 5-12|paragraph [0097]|fig. 5|figs. 10-16|claim 9|claims 11 and 18|paragraph [0101]|figs. 12-16|claim 5|paragraph [0050]|figs. 1, 2|claim 2|paragraph [0035]|claim 4)|paragraph [0131]|claim 6|paragraph [0030]|claim 7|paragraph [0082]|paragraph [0047]|paragraph [0048]|paragraph [0108]|paragraph [0002]|paragraph [0064]|paragraph [0189]|paragraph [0038]|paragraph [0159]|paragraph [0094]']",M1NKZ2BDWFYBX95,cd47457e287a989d608c06f76c0c8536,X,True,20210015039,Vandike; Nathan R.,US 20210015039 A1
"1-2,5-12,15-20",2024-09-29,ETL_SYS,False,A1,False,2480,17541789,CTNF,2481,AOK,2025-01-13 14:32:11,2400,US,"['paragraph [0042]|c. 103|section 102|fig. 4|figs. 1-4|claim 8|claims 1 and 8|paragraph [0084]|c. 102 and 103|fig. 3|figs. 1-5|claim 1|claims 1, 2, 5-12|paragraph [0097]|fig. 5|figs. 10-16|claim 9|claims 11 and 18|paragraph [0101]|figs. 12-16|claim 5|paragraph [0050]|figs. 1, 2|claim 2|paragraph [0035]|claim 4)|paragraph [0131]|claim 6|paragraph [0030]|claim 7|paragraph [0082]|paragraph [0047]|paragraph [0048]|paragraph [0108]|paragraph [0002]|paragraph [0064]|paragraph [0189]|paragraph [0038]|paragraph [0159]|paragraph [0094]']",M1NKZ2BDWFYBX95,974a4da8d4a274553be9652ceda99cff,X,True,20240008389,"Anderson, Jr.; John Richard",US 20240008389 A1
"2-5,7,9,11-12,15,18-19",2021-09-08,ETL_SYS,False,,False,2480,17062110,CTFR,2488,AOK,2025-01-13 14:32:11,2400,,"['c. 102|claims 1-3, 7-10, 14-17 and 20|para[0095])|c. 102|section 151|fig. 8|claim 2|claims 14 and 20|para[0081]-[0082])|section 122|fig. 5|claim 1|claims 4-5, 11-12 and 18-19|para[0084])|fig. 20)|claim 7|claims 1 and 8|fig 2|claim 3|claims 10 and 17|fig. 2|claim 8, 1|claims 1-5, 7-12 and 14-20|claim 9|claims 1-3, 7-10, 14-17 and 20|claim 8']",KT4FCSHBLDFLYX4,830f4de74bd68444a073f60a1c721d67,X,False,,,
"21-27,30-37",2022-09-15,ETL_SYS,False,,False,2470,17673925,CTNF,2478,AOK,2025-01-13 14:32:11,2400,,"['c. 103|fig. 9|claim 21|claims 7 and 17|claim 8|claims 26 and 36|claim 31|claims 4 and 14|claim 11|claims 6 and 16|claim 10|claims 24 and 34|claim 1|claims 21-27, 30 and 31-37|claim 30|claims 1-7, 10 and 11-17|claims 1, 2, 8, 9, 11, 12 and 19|claims 3 and 13|claims 25 and 35|claims 5 and 15|claims 1 and 11|claims 22 and 32|claims 2 and 12|claims 27 and 37|claims 29 and 39|claims 21, 24-31 and 34-39|claims 28 and 38|claims 23 and 33|claims 21-39|claims 9 and 19|claims 22, 23, 32 and 33|c. 103|fig. 9|claim 21|claims 7 and 17|claim 8|claims 26 and 36|claim 31|claims 4 and 14|claim 11|claims 24 and 34|claim 10|claims 6 and 16|claim 1|claims 21-27, 30 and 31-37|claim 30|claims 1-7, 10 and 11-17|claims 1, 2, 8, 9, 11, 12 and 19|claims 3 and 13|claims 25 and 35|claims 5 and 15|claims 1 and 11|claims 22 and 32|claims 2 and 12|claims 27 and 37|claims 29 and 39|claims 21, 24-31 and 34-39|claims 28 and 38|claims 23 and 33|claims 21-39|claims 9 and 19|claims 22, 23, 32 and 33|c. 103|claims 21, 24-31 and 34-39|claims 22, 23, 32 and 33|c. 103|fig. 9|claim 21|claims 7 and 17|claim 8|claims 26 and 36|claim 31|claims 4 and 14|claim 11|claims 6 and 16|claim 10|claims 24 and 34|claim 1|claims 21-27, 30 and 31-37|claim 30|claims 1-7, 10 and 11-17|claims 1, 2, 8, 9, 11, 12 and 19|claims 3 and 13|claims 25 and 35|claims 5 and 15|claims 1 and 11|claims 22 and 32|claims 2 and 12|claims 27 and 37|claims 28 and 38|claims 21, 24-31 and 34-39|claims 29 and 39|claims 21-39|claims 23 and 33|claims 9 and 19|claims 22, 23, 32 and 33']",L80RENXQGREENX0,4bf6f1bc35fecc19b5ca130293d5f790,X,False,,,
"11,19",2021-02-01,ETL_SYS,False,A1,False,2410,16525769,CTNF,2414,AOK,2025-01-13 14:32:11,2400,US,,KKGV56VVDFLYX10,56083231af2630f702ea1f0e23fb3ee4,X,True,20140320911,Nagano; Daisaku,US 20140320911 A1
9,2021-02-01,ETL_SYS,False,A1,False,2410,16525769,CTNF,2414,AOK,2025-01-13 14:32:11,2400,US,,KKGV56VVDFLYX10,c46b331be00856fd5272a48e5df55809,X,True,20070224980,Wakefield; Ivan Nelson,US 20070224980 A1
"15,21,23",2021-03-30,ETL_SYS,False,,False,2450,16571943,CTNF,2451,AOK,2025-01-13 14:32:11,2400,,"['c. 102|section 102|claim 16|claims 26|c. 103|section 151|claim 15|claims 13, 16-17|section 122|claim 11|claim 10|claim 12|claim 28|claim 27|claim 22|claim 21|claim 24|claim 23|claim 18|claim 20|claim 17|claim 26|claim 29|claim 14|claim 25|claim 13|claim 19|c. 102|section 102|claim 16|claims 26|c. 103|section 151|claim 15|claims 13, 16-17|section 122|claim 11|claim 10|claim 12|claim 28|claim 27|claim 22|claim 21|claim 24|claim 23|claim 18|claim 20|claim 17|claim 26|claim 29|claim 14|claim 13|claim 25|claim 19']",KMQ9IK9SLDFLYX5,68a08e984ee562434e0c8d4dd670f0bc,X,False,,,
"6,15",2021-12-24,ETL_SYS,False,A1,False,2450,16975182,CTNF,2452,AOK,2025-01-13 14:32:11,2400,US,"['par.0026|c. 103|table 1)|claim 3|claims 7 and 16|par. 0023|c. 102|claim 1|claims 8-9 and 17-18|par. 0076-0078|claim 5|claims 10, 19|par. 0015, 0037, 0039)|claim 4|claims 1-20|claim 2|claims 6|claim 6 and 15|claims 1']",KXHQ9F7LLDFLYX7,2eaf44a0a68ceb3a2efd6dc82cdef7ee,X,True,20180218049,Bostick; James E.,US 20180218049 A1
"1,3-8,10-11,13-18,20",2021-06-14,ETL_SYS,False,,False,2440,16811720,CTFR,2441,AOK,2025-01-13 14:32:11,2400,,"['paragraph [0094])|paragraphs [0105]-[0109])|page 5|c. 103|fig. 8)|f.2d|claim 3|claims 11, 3-8, 10-11, 13-18|paragraph [0017])|page 1|f.3d|claim 5|claims 21 and 22|paragraph [0018])|claim 1|claims 1 and 6|paragraph [0095])|claim 24|claims 1, 3-8, 10-11|claim 2|claims 1-6|claim 4|claims 1 and 7|claim. 2|claims 9 and 15|claim 8|claims 2, 9, 12 and 19|claim 6|claims 11, 13-10|claim 7|claims 1, 3-8|paragraph [0094])|paragraphs [0105]-[0109])|page 5|c. 103|fig. 8)|f.2d|claim 3|claims 11, 3-8, 10-11, 13-18|paragraph [0017])|page 1|f.3d|claim 5|claims 21 and 22|paragraph [0018])|claim 1|claims 1 and 6|paragraph [0095])|claim 2|claims 1, 3-8, 10-11|claim 4|claims 1-6|claim. 2|claims 1 and 7|claim 8|claims 9 and 15|claim 6|claims 2, 9, 12 and 19|claim 7|claims 11, 13-10|claims 1, 3-8']",KPR13GKIDFLYX10,dfe6ecad6a536e6c0ab54f9ac67dccea,X,False,,,
21-40,2021-05-25,ETL_SYS,False,,False,2450,17024256,CTNF,2457,AOK,2025-01-13 14:32:11,2400,,"['col. 1|c. 103|fig. 1|claim 28|claims 1|col. 3|claim 21|col. 9|claim 1|col. 2|claim 25, 32|col. 4|claim 35|claim 26|claim 33|claim 23, 30|claim 27|claim 24, 31|claim 22, 29']",KOYKVGZNLDFLYX7,57d97922d799ccc0208727d413f2cde8,X,False,,,
21-40,2021-05-25,ETL_SYS,False,A1,False,2450,17024256,CTNF,2457,AOK,2025-01-13 14:32:11,2400,US,"['col. 1|c. 103|fig. 1|claim 28|claims 1|col. 3|claim 21|col. 9|claim 1|col. 2|claim 25, 32|col. 4|claim 35|claim 26|claim 33|claim 23, 30|claim 27|claim 24, 31|claim 22, 29']",KOYKVGZNLDFLYX7,1144dcb35b819282e49e324eb2842e2d,X,True,20130238745,Ramachandran; Vinod Kumar,US 20130238745 A1
"1,4-20",2023-05-02,ETL_SYS,False,,False,2490,17085374,CTNF,2497,AOK,2025-01-13 14:32:11,2400,,"['col. 97|c. 103|section 102|lines 14-19)|claim 1-20|claims 12-20|col. 1|c. 101|lines 46-49)|claim 5|claims 2-10|col. 2|lines 41-63)|claim 4|claims 4-5, 7, 14-15, 17)|col.11|lines 30-31)|claim 1|claims 1, 4-10-11, 14-20|col. 96|lines 46-49|claim 9|claims 2-3, 12-13|lines 58-67)|claim 6|claims 1-20|lines 32-40)|claim 7|claim 8|claim 2|claim 3|col. 97|c. 103|section 102|lines 14-19)|claim 1-20|claims 12-20|col. 1|c. 101|lines 46-49)|claim 5|claims 2-10|col. 2|lines 41-63)|claim 4|claims 4-5, 7, 14-15, 17)|col.11|lines 30-31)|claim 1|claims 1, 4-10-11, 14-20|col. 96|lines 46-49|claim 9|claims 2-3, 12-13|lines 58-67)|claim 7|claims 1-20|lines 32-40)|claim 6|claim 8|claim 2|claim 3']",LH0VJBQWXBLUEX5,a4218fee2d4b2a88c5bdea0e9331cef8,X,False,,,
29,2023-09-21,ETL_SYS,False,A1,False,2470,17428841,CTNF,2477,AOK,2025-01-13 14:32:11,2400,US,"['paragraph 87)|paragraphs 28, 35 and 84|c. 103|figure 4|fig. 1|figures 3, 4|claim 31|claims 12, 13, 25 and 26|paragraph 64|paragraphs 47-72|c. 102|figure 12|claim 2|claims 3 and 4|paragraph 50|paragraphs 108-126|c. 112|figure 16|claim 8|claims 6 and 7|paragraph 57|claim 1|claims 1 and 27|paragraph 74|claim 5|claims 3, 4, 6, 7 and 29|paragraph 78|claim 32|claims 9 and 10|paragraph 87|paragraph 54|paragraph 64|paragraphs 28, 35 and 84|c. 103|figure 4|fig. 1|figures 3, 4|claim 31|claims 12, 13, 25 and 26|paragraph 87)|paragraphs 47-72|c. 102|figure 12|claim 2|claims 3 and 4|paragraph 50|paragraphs 108-126|c. 112|figure 16|claim 8|claims 6 and 7|paragraph 57|claim 1|claims 1 and 27|paragraph 74|claim 5|claims 3, 4, 6, 7 and 29|paragraph 78|claim 32|claims 9 and 10|paragraph 87|paragraph 54']",LMQHAYCJXBLUEX5,a6fc4f8f7b075b356a08232d31a2494b,X,True,20170264349,KANT; Shashi,US 20170264349 A1
"1,7",2023-09-29,ETL_SYS,False,,False,2450,17106179,CTFR,2452,AOK,2025-01-13 14:32:11,2400,,,LN1TC04GXBLUEX4,cc402e06b8de7c92684d53a395f89aad,X,False,,,
"1-27,29",2020-01-27,ETL_SYS,False,,False,2440,15859363,CTNF,2446,AOK,2025-01-13 14:32:11,2400,,"['pg. 7-13|c. 103|section 102|claim 13|claims 14-24|claim 1|claims 2-12|claim 26|claims 1-27 and 29|claim 27|claims 1, 13, 25|claim 2|claim 8|claim 6|claim 4|claim 5|claim 3|claim 9|claim 7']",K5R35QPZRXEAPX2,e010f7e4d3a2f03a99a9228d785053d2,X,False,,,
1-24,2024-04-24,ETL_SYS,False,,False,2480,17288191,CTNF,2482,AOK,2025-01-13 14:32:11,2400,,"['c. 103|section 102|figure 4|fig. 4|figures 4-5|figs. 5 and 9|f4|claim 8|claims 1-3 and 5-24|c. 102|figure 2|fig. 2|figures 3 and 8|claim 1|claims 1-3, 7-14 and 16-24|figure 8|fig. 5|figures 2, 5 and 9|claim 3|claims 1-15|figure 1|fig. 7|figures 3, 7 and 8|claim 9|claims 1-3 and 9-14|figure 5|claim 7|claims 4-6 and 15|claim 2|claims 16-24|claims 1-3, 7-13|claims 1-3 and 7-13']",LVB155N7XBLUEX2,14ba473dcb26c9e46b3bfaef4eb4832e,X,False,,,
"1,4,7,10-11,18-20",2023-03-31,ETL_SYS,False,,False,2480,17344835,CTNF,2487,AOK,2025-01-13 14:32:11,2400,,,LFTVAGW9XBLUEX2,4e96fb1fa2088e56298097cd47e5c92d,X,False,,,
"1,11,20",2020-01-08,ETL_SYS,False,A1,False,2470,15773098,CTFR,2474,AOK,2025-01-13 14:32:11,2400,US,"['para.0003|c. 103|fig.19, 1912-1916|claim 4|claims 1, 11 and 20|para.0046|fig.3|claim 1|claims 1, 9-11, 14-15 and 20|para.0129|fig.5|claim 9|claims 16-19|para.0020|fig.19|claim 8|claims 2 and 5|para.0028|fig.20)|claim 3|claims 1-20|para.0032|fig.20|claim 6|para.0043|claim 7-8 and 12-13|para.0031|claim 7|para.0011|claim 5|para.0067|claim 2|para.0130|para.0042)|para.0008|para.0050|para.0084|para.0045|para.0100|para.0092)|para.0097-0100']",K53IBSRIRXEAPX4,71443ff713054dcbfc4f2339bc2bbaa8,X,True,20080144737,Naguib; Ayman Fawzy,US 20080144737 A1
1-20,2020-01-08,ETL_SYS,False,A1,False,2470,15773098,CTFR,2474,AOK,2025-01-13 14:32:11,2400,US,"['para.0003|c. 103|fig.19, 1912-1916|claim 4|claims 1, 11 and 20|para.0046|fig.3|claim 1|claims 1, 9-11, 14-15 and 20|para.0129|fig.5|claim 9|claims 16-19|para.0020|fig.19|claim 8|claims 2 and 5|para.0028|fig.20)|claim 3|claims 1-20|para.0032|fig.20|claim 6|para.0043|claim 7-8 and 12-13|para.0031|claim 7|para.0011|claim 5|para.0067|claim 2|para.0130|para.0042)|para.0008|para.0050|para.0084|para.0045|para.0100|para.0092)|para.0097-0100']",K53IBSRIRXEAPX4,275e08f620893c5f9287a4b121bac6a4,X,True,20180062722,SU; Xin,US 20180062722 A1
"6,8-10,15,17-18",2022-08-18,ETL_SYS,False,,False,2440,17318937,CTNF,2444,AOK,2025-01-13 14:32:11,2400,,"['page 52|col. 2|c. 102|lines 29-44)|claim 10|claims 3 and 12|page 46|col. 8|lines 20-45)|claim 19|claims 1-5, 7, 10-14, 16, 19-20|col. 5|lines 20-36)|claim 20|claims 5 and 14|col. 6|lines 64-67|claim 1|claims 10|col. 9|lines 1-18|claims 1-20|col. 4|lines 6-30)|claims 6, 8-9, 15, 17-18|col. 7|lines 4-13)|claims 4 and 13|lines 14-63)|claims 7 and 16|lines 21-23)|claims 2 and 11|lines 15-35|lines 46-63)|lines 61-67|lines 1-14)|page 52|col. 2|c. 102|lines 29-44)|claim 10|claims 3 and 12|page 46|col. 8|lines 20-45)|claim 19|claims 10|col. 5|lines 20-36)|claim 20|claims 5 and 14|col. 6|lines 64-67|claim 1|claims 1-5, 7, 10-14, 16, 19-20|col. 9|lines 1-18|claims 1-20|col. 4|lines 6-30)|claims 6, 8-9, 15, 17-18|col. 7|lines 4-13)|claims 4 and 13|lines 14-63)|claims 7 and 16|lines 21-23)|claims 2 and 11|lines 15-35|lines 46-63)|lines 61-67|lines 1-14)']",L6WHKW5TXBLUEX3,81ca84a8cdf4ef4da428169debcd84d8,X,False,,,
"4,11,18",2020-05-19,ETL_SYS,False,A1,False,2440,16172016,CTFR,2442,AOK,2025-01-13 14:32:11,2400,US,,KA8FX2UTRXEAPX1,3028f1f539babc733e27d148db3a2f3e,X,True,20180307672,Akkiraju; Rama Kalyani T.,US 20180307672 A1
"1-2,4,6-8,10-11,13,15-19",2024-04-18,ETL_SYS,False,A1,False,2440,17421993,CTFR,2445,AOK,2025-01-13 14:32:11,2400,US,['p. 8-9|pg. 13|c. 102 and 103|section 2|fig. 6|claim 20|p. 9)|pg. 15)|c. 103|section 102|claim 18|p. 8)|claim 8 and 17|p.9)|claim 1|p. 11|claim 5 and 14|p. 9|claim 6 and 15|claim 3 and 12|claim 7 and 16|claim 6|claim 4 and 13|claim 2 and 11'],LV2D048FREENX11,c9f8befaf82641d6ec366627b57e1c44,X,True,20150016461,Qiang; Zu,US 20150016461 A1
"1-6,10-16,20",2024-11-13,ETL_SYS,False,,False,2490,17946595,CTNF,2496,AOK,2025-01-13 14:32:11,2400,,"['c. 102 and 103|section 102|fig. 3-4)|figs. 10, 11, 21-22]|f: 8|claim 1|claims 6|c. 103|fig. 9]|figs. 10-11, 21-22]|claim 2|claims 1 and 11|c. 112|fig. 2]|claim 6|c. 102|fig. 5b]|claim 4|claim 5|claim 3']",M38VCCU0WFYGX58,52bebe4a7f2cf2a69a85a898f1b152b4,X,False,,,
"5,12,19",2020-05-19,ETL_SYS,False,,False,2440,16172016,CTFR,2442,AOK,2025-01-13 14:32:11,2400,,,KA8FX2UTRXEAPX1,2f4e8316a8cb2a04a32271368f6b5d06,X,False,,,
"2-3,7,9-10,14,16-17",2020-05-19,ETL_SYS,False,B1,False,2440,16172016,CTFR,2442,AOK,2025-01-13 14:32:11,2400,US,,KA8FX2UTRXEAPX1,d75bccebf44803492c8e762bc3c79e99,X,True,9082401,Fructuoso; Javier Gonzalvo,US 9082401 B1
"15,17",2021-01-07,ETL_SYS,False,A1,False,2470,16272578,CTFR,2476,AOK,2025-01-13 14:32:11,2400,US,"['p. 62|page 1-2|c. 103|section 102|lns. 4-8|fig. 3|claim 19|claims 18|p. 37)|c. 102|section 151|lns. 5-7|fig.2a|claim 15|claims 3|p.46)|section 122|lns. 9-15)|fig.2|claim 10|claims 1, 2, 6, 8, 9|p. 583|lns. 1-8)|fig. 2a|claim 8|claims 4, 5, 11|p.32|claim 7|claims 7|p. 23|claim 1|p. 51|claim 4|p. 69|claim 3|p. 71-72|claim 5|p. 39|claim 6|p.88|p. 24)|p. 36|p23|p.28|p. 45|p.117']",KJKE1J2GLDFLYX5,0746cc1a00995c876952fe49013065a0,X,True,20140101303,Gupta; Pavan,US 20140101303 A1
"1-3,6-10,13-14",2021-01-07,ETL_SYS,False,,False,2470,16272578,CTFR,2476,AOK,2025-01-13 14:32:11,2400,,"['p. 62|page 1-2|c. 103|section 102|lns. 4-8|fig. 3|claim 19|claims 18|p. 37)|c. 102|section 151|lns. 5-7|fig.2a|claim 15|claims 3|p.46)|section 122|lns. 9-15)|fig.2|claim 10|claims 1, 2, 6, 8, 9|p. 583|lns. 1-8)|fig. 2a|claim 8|claims 4, 5, 11|p.32|claim 7|claims 7|p. 23|claim 1|p. 51|claim 4|p. 69|claim 3|p. 71-72|claim 5|p. 39|claim 6|p.88|p. 24)|p. 36|p23|p.28|p. 45|p.117']",KJKE1J2GLDFLYX5,87d121d21aa6424e38d802e59bc158a0,X,False,,,
1-20,2024-04-18,ETL_SYS,False,,False,2440,17421993,CTFR,2445,AOK,2025-01-13 14:32:11,2400,,['p. 8-9|pg. 13|c. 102 and 103|section 2|fig. 6|claim 20|p. 9)|pg. 15)|c. 103|section 102|claim 18|p. 8)|claim 8 and 17|p.9)|claim 1|p. 11|claim 5 and 14|p. 9|claim 6 and 15|claim 3 and 12|claim 7 and 16|claim 6|claim 4 and 13|claim 2 and 11'],LV2D048FREENX11,78f71a320a21abdeb9768441d9933ab3,X,False,,,
"4-5,11-12",2021-01-07,ETL_SYS,False,A1,False,2470,16272578,CTFR,2476,AOK,2025-01-13 14:32:11,2400,US,"['p. 62|page 1-2|c. 103|section 102|lns. 4-8|fig. 3|claim 19|claims 18|p. 37)|c. 102|section 151|lns. 5-7|fig.2a|claim 15|claims 3|p.46)|section 122|lns. 9-15)|fig.2|claim 10|claims 1, 2, 6, 8, 9|p. 583|lns. 1-8)|fig. 2a|claim 8|claims 4, 5, 11|p.32|claim 7|claims 7|p. 23|claim 1|p. 51|claim 4|p. 69|claim 3|p. 71-72|claim 5|p. 39|claim 6|p.88|p. 24)|p. 36|p23|p.28|p. 45|p.117']",KJKE1J2GLDFLYX5,25bc4243f0ca23f0ec45100a469d160b,X,True,20160205661,RYU; Jinsook,US 20160205661 A1
93,2024-03-15,ETL_SYS,False,,False,2410,17618288,CTNF,2411,AOK,2025-01-13 14:32:11,2400,,"['para [0030]|paragraphs [0167-0168]|c. 103|section 102|line 8|lines 6-9|fig. 6|figures 23, 25|figs 1-3|claim 91|claims 86-90|para [00865]|c. 112|line 9|fig. 1|claim 76|claims 76-78, 81-85, 91|para [0095]|line 4|fig. 2|claim 95|claims 1-75|para [0083]|line 5|fig. 3|claim 90|claims 76-97|para [0022]|claim 88|claims 79 and 80|para [0039]|claim 82|para [0008]|claim 97|para [0002]|claim 85|para [0141]|claim 86|para [0027]|claim 81|para [0023]|claim 96|para [0026]|claim 78|para [0086]|claim 77|para [0091]|claim 87|para [0085]|claim 84|para [0131]|claim 79|para [0170]|claim 83|para [0149]|claim 94|para [0171]|claim 80|claim 92|claim 93|claim 89']",LTSSPU0UXBLUEX6,cc7049f62af961c28f98d0ca6dd60567,X,True,,,
93,2024-03-15,ETL_SYS,False,A1,False,2410,17618288,CTNF,2411,AOK,2025-01-13 14:32:11,2400,US,"['para [0030]|paragraphs [0167-0168]|c. 103|section 102|line 8|lines 6-9|fig. 6|figures 23, 25|figs 1-3|claim 91|claims 86-90|para [00865]|c. 112|line 9|fig. 1|claim 76|claims 76-78, 81-85, 91|para [0095]|line 4|fig. 2|claim 95|claims 1-75|para [0083]|line 5|fig. 3|claim 90|claims 76-97|para [0022]|claim 88|claims 79 and 80|para [0039]|claim 82|para [0008]|claim 97|para [0002]|claim 85|para [0141]|claim 86|para [0027]|claim 81|para [0023]|claim 96|para [0026]|claim 78|para [0086]|claim 77|para [0091]|claim 87|para [0085]|claim 84|para [0131]|claim 79|para [0170]|claim 83|para [0149]|claim 94|para [0171]|claim 80|claim 92|claim 93|claim 89']",LTSSPU0UXBLUEX6,3626c668052a0fff9587e20bd8b48870,X,True,20160044744,LEE; Sunyoung,US 20160044744 A1
1-97,2024-03-15,ETL_SYS,False,,False,2410,17618288,CTNF,2411,AOK,2025-01-13 14:32:11,2400,,"['para [0030]|paragraphs [0167-0168]|c. 103|section 102|line 8|lines 6-9|fig. 6|figures 23, 25|figs 1-3|claim 91|claims 86-90|para [00865]|c. 112|line 9|fig. 1|claim 76|claims 76-78, 81-85, 91|para [0095]|line 4|fig. 2|claim 95|claims 1-75|para [0083]|line 5|fig. 3|claim 90|claims 76-97|para [0022]|claim 88|claims 79 and 80|para [0039]|claim 82|para [0008]|claim 97|para [0002]|claim 85|para [0141]|claim 86|para [0027]|claim 81|para [0023]|claim 96|para [0026]|claim 78|para [0086]|claim 77|para [0091]|claim 87|para [0085]|claim 84|para [0131]|claim 79|para [0170]|claim 83|para [0149]|claim 94|para [0171]|claim 80|claim 92|claim 93|claim 89']",LTSSPU0UXBLUEX6,99791c4a24233473bc885e75477eec3e,X,False,,,
79-80,2024-03-15,ETL_SYS,False,,False,2410,17618288,CTNF,2411,AOK,2025-01-13 14:32:11,2400,,"['para [0030]|paragraphs [0167-0168]|c. 103|section 102|line 8|lines 6-9|fig. 6|figures 23, 25|figs 1-3|claim 91|claims 86-90|para [00865]|c. 112|line 9|fig. 1|claim 76|claims 76-78, 81-85, 91|para [0095]|line 4|fig. 2|claim 95|claims 1-75|para [0083]|line 5|fig. 3|claim 90|claims 76-97|para [0022]|claim 88|claims 79 and 80|para [0039]|claim 82|para [0008]|claim 97|para [0002]|claim 85|para [0141]|claim 86|para [0027]|claim 81|para [0023]|claim 96|para [0026]|claim 78|para [0086]|claim 77|para [0091]|claim 87|para [0085]|claim 84|para [0131]|claim 79|para [0170]|claim 83|para [0149]|claim 94|para [0171]|claim 80|claim 92|claim 93|claim 89']",LTSSPU0UXBLUEX6,a359b408460e20face9529af6e90bb75,X,True,,,
79-80,2024-03-15,ETL_SYS,False,A1,False,2410,17618288,CTNF,2411,AOK,2025-01-13 14:32:11,2400,US,"['para [0030]|paragraphs [0167-0168]|c. 103|section 102|line 8|lines 6-9|fig. 6|figures 23, 25|figs 1-3|claim 91|claims 86-90|para [00865]|c. 112|line 9|fig. 1|claim 76|claims 76-78, 81-85, 91|para [0095]|line 4|fig. 2|claim 95|claims 1-75|para [0083]|line 5|fig. 3|claim 90|claims 76-97|para [0022]|claim 88|claims 79 and 80|para [0039]|claim 82|para [0008]|claim 97|para [0002]|claim 85|para [0141]|claim 86|para [0027]|claim 81|para [0023]|claim 96|para [0026]|claim 78|para [0086]|claim 77|para [0091]|claim 87|para [0085]|claim 84|para [0131]|claim 79|para [0170]|claim 83|para [0149]|claim 94|para [0171]|claim 80|claim 92|claim 93|claim 89']",LTSSPU0UXBLUEX6,89c679e86a24dbf72922ebd7bc00db49,X,True,20190124572,Park; Kyungmin,US 20190124572 A1
86-90,2024-03-15,ETL_SYS,False,,False,2410,17618288,CTNF,2411,AOK,2025-01-13 14:32:11,2400,,"['para [0030]|paragraphs [0167-0168]|c. 103|section 102|line 8|lines 6-9|fig. 6|figures 23, 25|figs 1-3|claim 91|claims 86-90|para [00865]|c. 112|line 9|fig. 1|claim 76|claims 76-78, 81-85, 91|para [0095]|line 4|fig. 2|claim 95|claims 1-75|para [0083]|line 5|fig. 3|claim 90|claims 76-97|para [0022]|claim 88|claims 79 and 80|para [0039]|claim 82|para [0008]|claim 97|para [0002]|claim 85|para [0141]|claim 86|para [0027]|claim 81|para [0023]|claim 96|para [0026]|claim 78|para [0086]|claim 77|para [0091]|claim 87|para [0085]|claim 84|para [0131]|claim 79|para [0170]|claim 83|para [0149]|claim 94|para [0171]|claim 80|claim 92|claim 93|claim 89']",LTSSPU0UXBLUEX6,382e520f353e021c720dbc3caf5794cc,X,True,,,
86-90,2024-03-15,ETL_SYS,False,A1,False,2410,17618288,CTNF,2411,AOK,2025-01-13 14:32:11,2400,US,"['para [0030]|paragraphs [0167-0168]|c. 103|section 102|line 8|lines 6-9|fig. 6|figures 23, 25|figs 1-3|claim 91|claims 86-90|para [00865]|c. 112|line 9|fig. 1|claim 76|claims 76-78, 81-85, 91|para [0095]|line 4|fig. 2|claim 95|claims 1-75|para [0083]|line 5|fig. 3|claim 90|claims 76-97|para [0022]|claim 88|claims 79 and 80|para [0039]|claim 82|para [0008]|claim 97|para [0002]|claim 85|para [0141]|claim 86|para [0027]|claim 81|para [0023]|claim 96|para [0026]|claim 78|para [0086]|claim 77|para [0091]|claim 87|para [0085]|claim 84|para [0131]|claim 79|para [0170]|claim 83|para [0149]|claim 94|para [0171]|claim 80|claim 92|claim 93|claim 89']",LTSSPU0UXBLUEX6,e02ba1f6ab343342be0853f93a04de74,X,True,20190387569,Martinez Tarradell; Marta,US 20190387569 A1
21,2022-02-02,ETL_SYS,False,A1,False,2450,17161286,CTFR,2452,AOK,2025-01-13 14:32:11,2400,US,['c. 103|claim 21'],KZ34NXW1LDFLYX4,946455128364027914191374315bd738,X,True,20160359872,Yadav; Navindra,US 20160359872 A1
