relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,inventorNameText,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,citedDocumentIdentifier,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber
"1,4-5,7-17,21-25",2020-01-09,ETL_SYS,False,A1,False,2140,14819694,CTNF,Kim; Jonghwan,2142,AOK,2025-01-13 14:32:11,2100,US 20130072263 A1,US,"['c. 102|fig. 6)|claim 12|claims 1, 4-5, 7-17 and 21-25|fig. 5a|claim 1|claims 15-16, 17|fig. 6|claim 2|claims 1-2, 4|fig. 7|claim 8|claims 1, 4, 15 and 17|claim 7|claims 3, 6, 18-20 and 26-27|claim 9|claim 5|claim 4']",K54JVF2GRXEAPX3,51ec9725d73fe8c0ebda4886baca213d,Y,True,20130072263
"1,4-5,7-17,21-25",2020-01-09,ETL_SYS,False,,False,2140,14819694,CTNF,,2142,AOK,2025-01-13 14:32:11,2100,,,"['c. 102|fig. 6)|claim 12|claims 1, 4-5, 7-17 and 21-25|fig. 5a|claim 1|claims 15-16, 17|fig. 6|claim 2|claims 1-2, 4|fig. 7|claim 8|claims 1, 4, 15 and 17|claim 7|claims 3, 6, 18-20 and 26-27|claim 9|claim 5|claim 4']",K54JVF2GRXEAPX3,d76648713a11c4f5d1ee56dad5c9fcb7,X,False,
"1,4-5,7-17,21-25",2020-01-09,ETL_SYS,False,A1,False,2140,14819694,CTNF,Ikedo; Tatsuhiro,2142,AOK,2025-01-13 14:32:11,2100,US 20090138812 A1,US,"['c. 102|fig. 6)|claim 12|claims 1, 4-5, 7-17 and 21-25|fig. 5a|claim 1|claims 15-16, 17|fig. 6|claim 2|claims 1-2, 4|fig. 7|claim 8|claims 1, 4, 15 and 17|claim 7|claims 3, 6, 18-20 and 26-27|claim 9|claim 5|claim 4']",K54JVF2GRXEAPX3,dfb8adac3b62c8037fd79da07a140d9c,Y,True,20090138812
1-20,2021-05-21,ETL_SYS,False,A1,False,2170,16372655,CTFR,IWASE; Kazuhisa,2177,AOK,2025-01-13 14:32:11,2100,US 20120242846 A1,US,['c. 103'],KOVNFNUQLDFLYX9,dc77426f3dc73623c84276c8d5ba0093,X,True,20120242846
7-8,2024-10-17,ETL_SYS,False,A1,False,2120,17206164,CTNF,Csefalvay; Szabolcs,2122,AOK,2025-01-13 14:32:11,2100,US 20200202218 A1,US,"['paragraph 4|page 11|c. 112|section 102|fig. 20|f.3d|claim 5|claims 10-18|paragraph 3|page 25|c. 102 and 103|fig. 2|claim 9|claims 4, 8, 9, 13, 17 and 18|paragraph 2|c. 103|claim 1|claims 7-8|paragraph 5|c. 132|claim 4|claims 1-9|c. 35|claim 6|claims 1|c. 101|claim 7|claims 2-3|c. 3|claim 8|claims 4, 8, 13 and 17|claim 2|claim 3']",M2AOG1UPWFYGX54,9de5d4bfcb3f798679980cf005649bc5,Y,True,20200202218
1-18,2024-10-17,ETL_SYS,False,,False,2120,17206164,CTNF,,2122,AOK,2025-01-13 14:32:11,2100,,,"['paragraph 4|page 11|c. 112|section 102|fig. 20|f.3d|claim 5|claims 10-18|paragraph 3|page 25|c. 102 and 103|fig. 2|claim 9|claims 4, 8, 9, 13, 17 and 18|paragraph 2|c. 103|claim 1|claims 7-8|paragraph 5|c. 132|claim 4|claims 1-9|c. 35|claim 6|claims 1|c. 101|claim 7|claims 2-3|c. 3|claim 8|claims 4, 8, 13 and 17|claim 2|claim 3']",M2AOG1UPWFYGX54,7664168839e7fd7d4913718542432164,X,False,
"4-6,9,14-16,19",2021-12-16,ETL_SYS,False,A1,False,2150,16400364,CTNF,VERMEULEN; ALLAN HENRY,2152,AOK,2025-01-13 14:32:11,2100,US 20150378774 A1,US,"['c. 102|figures 8 and 12, [0081, 0088, 0094-0095]|claim 7|claims 1-20|c. 103|claim 12|claims 4-6, 9, 14-16|claim 2|claims 8 and 18|claim 8|claim 1|claim 9: 9|claim 9|claim 6|claim 4|claim 3|claim 5']",KX6B3D50DFLYX10,ea41633bca996ad4a5e744b163069aff,X,True,20150378774
"1-3,7,10-13,20",2021-12-16,ETL_SYS,False,A1,False,2150,16400364,CTNF,CHRYSANTHAKOPOULOS; Georgios,2152,AOK,2025-01-13 14:32:11,2100,US 20170374161 A1,US,"['c. 102|figures 8 and 12, [0081, 0088, 0094-0095]|claim 7|claims 1-20|c. 103|claim 12|claims 4-6, 9, 14-16|claim 2|claims 8 and 18|claim 8|claim 1|claim 9: 9|claim 9|claim 6|claim 4|claim 3|claim 5']",KX6B3D50DFLYX10,b77f50707d95ba05973987e875ca277b,X,True,20170374161
"8,18",2021-12-16,ETL_SYS,False,B1,False,2150,16400364,CTNF,Cole; Timothy Daniel,2152,AOK,2025-01-13 14:32:11,2100,US 9990391 B1,US,"['c. 102|figures 8 and 12, [0081, 0088, 0094-0095]|claim 7|claims 1-20|c. 103|claim 12|claims 4-6, 9, 14-16|claim 2|claims 8 and 18|claim 8|claim 1|claim 9: 9|claim 9|claim 6|claim 4|claim 3|claim 5']",KX6B3D50DFLYX10,70e2630e3aa28b4cb172633b9960ce06,X,True,9990391
11-20,2021-12-16,ETL_SYS,False,,False,2150,16400364,CTNF,,2152,AOK,2025-01-13 14:32:11,2100,,,"['c. 102|figures 8 and 12, [0081, 0088, 0094-0095]|claim 7|claims 1-20|c. 103|claim 12|claims 4-6, 9, 14-16|claim 2|claims 8 and 18|claim 8|claim 1|claim 9: 9|claim 9|claim 6|claim 4|claim 3|claim 5']",KX6B3D50DFLYX10,c792f2f3bfdf08993a43de4a61372e33,X,False,
5,2024-10-17,ETL_SYS,False,A1,False,2120,17206164,CTNF,Imber; James,2122,AOK,2025-01-13 14:32:11,2100,US 20190236436 A1,US,"['paragraph 4|page 11|c. 112|section 102|fig. 20|f.3d|claim 5|claims 10-18|paragraph 3|page 25|c. 102 and 103|fig. 2|claim 9|claims 4, 8, 9, 13, 17 and 18|paragraph 2|c. 103|claim 1|claims 7-8|paragraph 5|c. 132|claim 4|claims 1-9|c. 35|claim 6|claims 1|c. 101|claim 7|claims 2-3|c. 3|claim 8|claims 4, 8, 13 and 17|claim 2|claim 3']",M2AOG1UPWFYGX54,3f4fad8bb272bbc71a226ba1b70fe30b,Y,True,20190236436
"3-5,7-8,17-18,20",2020-08-25,ETL_SYS,False,A1,False,2130,16588496,CTNF,Kitamura; Shigeto,2132,AOK,2025-01-13 14:32:11,2100,US 20070143535 A1,US,"['p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 3|claim 16|claim 15|claim 10|claim 1|claim 7|claim 4|claim 8|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 8|claim 4|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 4|claim 8']",KE4AXT4GRXEAPX3,8a01bb62847e3c21d1c8e038408d6e2d,X,True,20070143535
"2,6,9,13-14,16,19",2020-08-25,ETL_SYS,False,B1,False,2130,16588496,CTNF,Wiedenman; Gregory B.,2132,AOK,2025-01-13 14:32:11,2100,US 6996645 B1,US,"['p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 3|claim 16|claim 15|claim 10|claim 1|claim 7|claim 4|claim 8|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 8|claim 4|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 4|claim 8']",KE4AXT4GRXEAPX3,773cfc0e3989c16cb119e7dea5f913ce,Y,True,6996645
"10,15,21",2020-08-25,ETL_SYS,False,A1,False,2130,16588496,CTNF,"Chung, Un-Young",2132,AOK,2025-01-13 14:32:11,2100,US 20030075788 A1,US,"['p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 3|claim 16|claim 15|claim 10|claim 1|claim 7|claim 4|claim 8|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 8|claim 4|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 4|claim 8']",KE4AXT4GRXEAPX3,4141902bc2e6e817f7c4ed9e6263aadb,Y,True,20030075788
11-12,2020-08-25,ETL_SYS,False,A1,False,2130,16588496,CTNF,"Barone, Massimiliano",2132,AOK,2025-01-13 14:32:11,2100,US 20040107396 A1,US,"['p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 3|claim 16|claim 15|claim 10|claim 1|claim 7|claim 4|claim 8|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 8|claim 4|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 4|claim 8']",KE4AXT4GRXEAPX3,1c9753aae7f21f25d9253796a4238096,Y,True,20040107396
11-12,2020-08-25,ETL_SYS,False,A1,False,2130,16588496,CTNF,"Chung, Un-Young",2132,AOK,2025-01-13 14:32:11,2100,US 20030075788 A1,US,"['p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 3|claim 16|claim 15|claim 10|claim 1|claim 7|claim 4|claim 8|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 8|claim 4|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 4|claim 8']",KE4AXT4GRXEAPX3,34f21dcbb17c624dfbbf79ac84540b94,Y,True,20030075788
"2,6,9,13-14,16,19",2020-08-25,ETL_SYS,False,A1,False,2130,16588496,CTNF,"Barone, Massimiliano",2132,AOK,2025-01-13 14:32:11,2100,US 20040107396 A1,US,"['p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 3|claim 16|claim 15|claim 10|claim 1|claim 7|claim 4|claim 8|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 8|claim 4|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 4|claim 8']",KE4AXT4GRXEAPX3,d687000205e1ff3edcf880f190c6f375,Y,True,20040107396
"10,15,21",2020-08-25,ETL_SYS,False,B1,False,2130,16588496,CTNF,Wiedenman; Gregory B.,2132,AOK,2025-01-13 14:32:11,2100,US 6996645 B1,US,"['p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 3|claim 16|claim 15|claim 10|claim 1|claim 7|claim 4|claim 8|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 8|claim 4|p. 1|col. 13|c. 103|line 1)|lines 58-64)|fig. 1|figs. 1 and 2|claim 12|claims 2, 6, 9, 13-14, 16|col. 10|lines 1-12)|fig. 2|claim 11|claims 3-5, 7-8, 17-18|col. 3|lines 1-21)|fig. 5|claim 19|claims 2-21|lines 1-2)|claim 13|claims 11-12|lines 2-3)|claim 6|claims 2 and 13|lines 8 and 13)|claim 5|claims 10, 15|lines 55-57)|claim 2|claim 17|claim 9|claim 10|claim 3|claim 16|claim 15|claim 1|claim 7|claim 4|claim 8']",KE4AXT4GRXEAPX3,64cdba0a805f4095e8e0ddde33985c1a,Y,True,6996645
"17,19-20",2021-06-02,ETL_SYS,False,A1,False,2170,16775797,CTFR,GOLDBERG; Jeffrey Louis,2174,AOK,2025-01-13 14:32:11,2100,US 20190235624 A1,US,"['paragraph 0031|c. 103|fig. 5|claim 13|claims 1- 8, 11, 11, 15 and 18|paragraph 0047|fig. 12|claim 12|claims 1-8 and 10-20|paragraph 0043-0044)|fig. 13|claim 16|claims 1, 11 and 19|paragraph 0035)|fig. 1|claim 17|paragraph 0108)|fig. 7|claim 5|paragraph 0030)|fig. 6|claim 4|paragraph 0043)|claim 3|claim 20|claim 11|claim 8|claim 1|claim 7|claim 6|claim 2|paragraph 0031|c. 103|fig. 5|claim 13|claims 1- 8, 11, 11, 15 and 18|paragraph 0047|fig. 12|claim 12|claims 1-8 and 10-20|paragraph 0043-0044)|fig. 13|claim 16|claims 1, 11 and 19|paragraph 0035)|fig. 1|claim 17|paragraph 0108)|fig. 7|claim 5|paragraph 0030)|fig. 6|claim 4|paragraph 0043)|claim 20|claim 11|claim 3|claim 8|claim 1|claim 7|claim 6|claim 2|paragraph 0031|c. 103|fig. 5|claim 13|claims 1- 8, 11, 11, 15 and 18|paragraph 0047|fig. 12|claim 12|claims 1-8 and 10-20|paragraph 0043-0044)|fig. 13|claim 16|claims 1, 11 and 19|paragraph 0035)|fig. 1|claim 17|paragraph 0108)|fig. 7|claim 5|paragraph 0030)|fig. 6|claim 4|paragraph 0043)|claim 3|claim 11|claim 20|claim 8|claim 1|claim 7|claim 6|claim 2']",KP8BHIRXLDFLYX9,b86d23912a3f5afce2cb761c2d147d49,Y,True,20190235624
"1-8,11,15,18",2021-06-02,ETL_SYS,False,A1,False,2170,16775797,CTFR,GOLDBERG; Jeffrey Louis,2174,AOK,2025-01-13 14:32:11,2100,US 20190235624 A1,US,"['paragraph 0031|c. 103|fig. 5|claim 13|claims 1- 8, 11, 11, 15 and 18|paragraph 0047|fig. 12|claim 12|claims 1-8 and 10-20|paragraph 0043-0044)|fig. 13|claim 16|claims 1, 11 and 19|paragraph 0035)|fig. 1|claim 17|paragraph 0108)|fig. 7|claim 5|paragraph 0030)|fig. 6|claim 4|paragraph 0043)|claim 3|claim 20|claim 11|claim 8|claim 1|claim 7|claim 6|claim 2|paragraph 0031|c. 103|fig. 5|claim 13|claims 1- 8, 11, 11, 15 and 18|paragraph 0047|fig. 12|claim 12|claims 1-8 and 10-20|paragraph 0043-0044)|fig. 13|claim 16|claims 1, 11 and 19|paragraph 0035)|fig. 1|claim 17|paragraph 0108)|fig. 7|claim 5|paragraph 0030)|fig. 6|claim 4|paragraph 0043)|claim 20|claim 11|claim 3|claim 8|claim 1|claim 7|claim 6|claim 2|paragraph 0031|c. 103|fig. 5|claim 13|claims 1- 8, 11, 11, 15 and 18|paragraph 0047|fig. 12|claim 12|claims 1-8 and 10-20|paragraph 0043-0044)|fig. 13|claim 16|claims 1, 11 and 19|paragraph 0035)|fig. 1|claim 17|paragraph 0108)|fig. 7|claim 5|paragraph 0030)|fig. 6|claim 4|paragraph 0043)|claim 3|claim 11|claim 20|claim 8|claim 1|claim 7|claim 6|claim 2']",KP8BHIRXLDFLYX9,3fd96535cf5f46f8166d5e2a1e9285b4,Y,True,20190235624
"1-2,5-12,14-17,19",2020-07-09,ETL_SYS,False,A1,False,2160,15788512,CTFR,Karlson; Amy Kathleen,2161,AOK,2025-01-13 14:32:11,2100,US 20090006972 A1,US,"['c. 103|fig. 6, [0168])|claim 2|claims 1-20|c. 102|fig. 13, [0171], [0034, 0158])|claim 12|claims 1, 2, 5-12, 14-17|c. 101|fig. 11, 12, [0053]-[0055], [0024])|claim 16|claims 3 and 4|fig. 5-22|claim 13|claims 2-3|claim 19|claims 7-9|claim 10|claims 10-11|claim 5|claims 14-18|claim 3|claim 17|claim 14|claim 18|claim 15|claim 1|claim 8|claim 4|claim 9|claim 6|claim 7']",KCC48GVBRXEAPX3,8a9918be55cdeb5dbc71a370d8eb8146,X,True,20090006972
1-20,2020-07-09,ETL_SYS,False,,False,2160,15788512,CTFR,,2161,AOK,2025-01-13 14:32:11,2100,,,"['c. 103|fig. 6, [0168])|claim 2|claims 1-20|c. 102|fig. 13, [0171], [0034, 0158])|claim 12|claims 1, 2, 5-12, 14-17|c. 101|fig. 11, 12, [0053]-[0055], [0024])|claim 16|claims 3 and 4|fig. 5-22|claim 13|claims 2-3|claim 19|claims 7-9|claim 10|claims 10-11|claim 5|claims 14-18|claim 3|claim 17|claim 14|claim 18|claim 15|claim 1|claim 8|claim 4|claim 9|claim 6|claim 7']",KCC48GVBRXEAPX3,22197bfe2f4d12463d2191ce816cdbb0,X,False,
"12,27",2023-06-07,ETL_SYS,False,A1,False,2180,17591134,CTNF,Bradbury; Jonathan D.,2182,AOK,2025-01-13 14:32:11,2100,US 20190079872 A1,US,"['col 16|c. 103|l3)|line 56|lines 48-55|fig. 6|claim 16|claims 9, 11, 24|col 17|c. 112|l3|line 53|lines 56-65|fig. 2|claim 25|claims 1, 16|line 2|lines 10-14|claim 30|claims 1-30|line 11 12|claim 6|claims 6, 14|line 10|claim 20|claims 1-8, 10, 13-23, 25|line 15 8|claim 10|claim 4|claim 3|claim 1|claim 28|claim 29|claim 23|claim 21|claim 9|claim 2|claim 8|claim 5|claim 7|col 16|c. 103|l3)|line 56|lines 48-55|fig. 6|claim 16|claims 9, 11, 24|col 17|c. 112|l3|line 53|lines 56-65|fig. 2|claim 25|claims 1, 16|line 2|lines 10-14|claim 10|claims 1-30|line 11 12|claim 30|claims 6, 14|line 10|claim 6|claims 1-8, 10, 13-23, 25|line 15 18|claim 20|claim 4|claim 3|claim 1|claim 28|claim 29|claim 23|claim 21|claim 9|claim 2|claim 8|claim 5|claim 7|col 16|c. 103|l3)|line 56|lines 48-55|fig. 6|claim 16|claims 9, 11, 24|col 17|c. 112|l3|line 53|lines 56-65|fig. 2|claim 25|claims 1, 16|line 2|lines 10-14|claim 10|claims 1-30|line 11 12|claim 30|claims 6, 14|line 10|claim 6|claims 1-8, 10, 13-23, 25|line 15 8|claim 20|claim 4|claim 3|claim 1|claim 28|claim 29|claim 23|claim 21|claim 9|claim 2|claim 8|claim 5|claim 7|paragraph: 4|col 16|c. 103|l3)|line 56|lines 48-55|fig. 6|claim 16|claims 9, 11, 24|col 17|c. 112|l3|line 53|lines 56-65|fig. 2|claim 25|claims 1, 16|line 2|lines 10-14|claim 10|claims 1-30|line 11 12|claim 30|claims 6, 14|line 10|claim 6|claims 1-8, 10, 13-23, 25|line 15 8|claim 20|claim 4|claim 3|claim 1|claim 28|claim 29|claim 23|claim 21|claim 9|claim 2|claim 8|claim 5|claim 7']",LIJ8HC8YGREENX4,c7d6cfe9b8b592d784bc1a5326f874cc,Y,True,20190079872
